7;1;1;1;1;5;7;1;5;7;1;1;1;1;1;5;
4;0;0;0;2;0;0;0;0;0;0;0;0;2;0;3;
4;0;0;0;5;4;2;0;0;0;0;0;3;7;0;3;
4;0;0;2;0;3;7;0;6;4;0;0;2;0;0;3;
4;0;0;5;4;0;0;0;1;0;0;3;7;0;0;3;
8;0;2;0;0;6;24;0;0;0;0;10;0;2;0;3;
7;3;7;0;30;1;0;2;2;0;0;0;0;5;4;6;
4;0;0;0;0;0;3;500;500;4;0;0;0;0;0;5;
4;0;0;0;0;0;3;500;500;4;0;0;0;0;0;3;
4;0;6;4;0;0;0;1;1;0;2;0;0;0;0;3;
4;0;1;0;0;3;8;0;0;0;105;4;0;2;0;6;
4;0;0;0;0;0;1;0;0;0;0;0;0;5;4;5;
8;3;8;0;0;0;0;0;0;0;0;0;0;0;0;3;
7;0;1;3;8;3;8;0;0;0;0;0;6;4;0;3;
4;0;0;0;1;0;1;0;0;0;0;0;1;0;0;3;
8;6;8;2;2;2;2;2;2;6;8;2;42;2;2;6;
