7;1;1;1;1;5;7;1;1;1;1;1;5;7;1;5;
4;0;0;0;0;0;0;2;0;2;0;0;0;0;0;3;
4;0;6;4;0;0;3;7;0;5;4;0;0;0;0;3;
8;0;1;0;0;6;4;0;0;0;0;0;0;0;0;3;
7;0;0;2;0;1;10;0;3;8;0;6;4;0;0;3;
4;0;0;5;4;0;0;0;0;1;0;1;3;8;0;6;
4;0;0;2;3;8;0;2;2;0;0;6;4;1;0;5;
4;0;3;7;0;1;3;500;500;4;0;1;0;0;0;43;
4;0;0;0;0;0;3;500;500;34;0;0;0;0;0;3;
8;0;0;2;0;0;0;1;1;0;0;0;0;2;0;3;
7;0;3;7;0;0;0;0;0;0;2;0;0;5;4;3;
4;0;0;0;0;2;0;0;0;0;5;4;0;0;0;3;
4;0;0;0;3;7;0;3;8;0;0;0;2;0;0;3;
4;0;0;0;0;0;0;0;1;0;0;0;205;4;0;6;
24;0;0;0;0;0;0;0;0;0;0;0;0;0;0;5;
8;2;2;2;2;6;8;2;2;2;2;6;8;2;2;6;
